gene,scores,pvals,rank
C7orf33,-0.017706053,0.9858733521617862,12239
AC009511.2,-0.017706053,0.9858733521617862,12240
MUC5B,-0.017706053,0.9858733521617862,12241
AL035045.1,-0.017706053,0.9858733521617862,12242
AL133410.2,-0.017706053,0.9858733521617862,12243
AL353795.2,-0.017706053,0.9858733521617862,12244
LINC01208,-0.017706053,0.9858733521617862,12245
FADS6,-0.017706053,0.9858733521617862,12246
RAB17,-0.017706053,0.9858733521617862,12247
ABCA9-AS1,-0.017706053,0.9858733521617862,12248
KCNJ16,-0.017706053,0.9858733521617862,12249
LINC01497,-0.017706053,0.9858733521617862,12250
AL359682.1,-0.017706053,0.9858733521617862,12251
AC016831.1,-0.017706053,0.9858733521617862,12252
AC012150.1,-0.017706053,0.9858733521617862,12253
AC022079.2,-0.017706053,0.9858733521617862,12254
RGS18,-0.017706053,0.9858733521617862,12255
LINC01219,-0.017706053,0.9858733521617862,12256
POU2F3,-0.017706053,0.9858733521617862,12257
CRTAM,-0.017706053,0.9858733521617862,12258
AHSG,-0.017706053,0.9858733521617862,12259
AL110115.2,-0.017706053,0.9858733521617862,12260
AC012507.2,-0.017706053,0.9858733521617862,12261
AC019130.1,-0.017706053,0.9858733521617862,12262
HCK,-0.017706053,0.9858733521617862,12263
NLRP8,-0.017706053,0.9858733521617862,12264
AC018635.2,-0.017706053,0.9858733521617862,12265
FSCN3,-0.017706053,0.9858733521617862,12266
RD3L,-0.017706053,0.9858733521617862,12267
PLD4,-0.017706053,0.9858733521617862,12268
AC024145.1,-0.017706053,0.9858733521617862,12269
AL110504.1,-0.017706053,0.9858733521617862,12270
HIPK4,-0.017706053,0.9858733521617862,12271
AC093668.3,-0.017706053,0.9858733521617862,12272
LNCPRESS1,-0.017706053,0.9858733521617862,12273
AL512306.3,-0.017706053,0.9858733521617862,12274
AC055764.2,-0.017706053,0.9858733521617862,12275
BPIFB1,-0.017706053,0.9858733521617862,12276
AC005828.5,-0.017706053,0.9858733521617862,12277
OR51A7,-0.017706053,0.9858733521617862,12278
AC098934.4,-0.017706053,0.9858733521617862,12279
PWRN3,-0.017706053,0.9858733521617862,12280
AC007384.1,-0.017706053,0.9858733521617862,12281
AC093668.1,-0.017706053,0.9858733521617862,12282
AC239804.1,-0.017706053,0.9858733521617862,12283
AC012531.3,-0.017706053,0.9858733521617862,12284
LRRC18,-0.017706053,0.9858733521617862,12285
AC004687.1,-0.017706053,0.9858733521617862,12286
AC005884.2,-0.017706053,0.9858733521617862,12287
LINC00845,-0.017706053,0.9858733521617862,12288
LINC01553,-0.017706053,0.9858733521617862,12289
CR1,-0.017706053,0.9858733521617862,12290
AC002076.1,-0.017706053,0.9858733521617862,12291
GNGT1,-0.017706053,0.9858733521617862,12292
OR52H1,-0.017706053,0.9858733521617862,12293
AC021351.1,-0.017706053,0.9858733521617862,12294
AC116158.1,-0.017706053,0.9858733521617862,12295
CYP3A43,-0.017706053,0.9858733521617862,12296
SLC15A5,-0.017706053,0.9858733521617862,12297
USP41,-0.017706053,0.9858733521617862,12298
GBP2,-0.017706053,0.9858733521617862,12299
AL161729.3,-0.017706053,0.9858733521617862,12300
IFNE,-0.017706053,0.9858733521617862,12301
AC005920.1,-0.017706053,0.9858733521617862,12302
JMJD7,-0.017706053,0.9858733521617862,12303
AC000058.1,-0.017706053,0.9858733521617862,12304
AC079760.2,-0.017706053,0.9858733521617862,12305
CACNA1I,-0.017706053,0.9858733521617862,12306
AL035404.2,-0.017706053,0.9858733521617862,12307
BMP8A,-0.017706053,0.9858733521617862,12308
PIGR,-0.017706053,0.9858733521617862,12309
AC080129.2,-0.017706053,0.9858733521617862,12310
ATP13A5-AS1,-0.017706053,0.9858733521617862,12311
SP140,-0.017706053,0.9858733521617862,12312
AC009950.1,-0.017706053,0.9858733521617862,12313
SLA2,-0.017706053,0.9858733521617862,12314
AC007638.2,-0.017706053,0.9858733521617862,12315
AC005699.1,-0.017706053,0.9858733521617862,12316
TUBA4B,-0.017706053,0.9858733521617862,12317
PLA2G4B,-0.017706053,0.9858733521617862,12318
AC068724.1,-0.017706053,0.9858733521617862,12319
AC091564.2,-0.017706053,0.9858733521617862,12320
DLX6-AS1,-0.017706053,0.9858733521617862,12321
CLC,-0.017706053,0.9858733521617862,12322
KERA,-0.017706053,0.9858733521617862,12323
AL606537.1,-0.017706053,0.9858733521617862,12324
AC007126.1,-0.017706053,0.9858733521617862,12325
CD38,-0.017706053,0.9858733521617862,12326
CD3E,-0.017706053,0.9858733521617862,12327
TMPRSS4,-0.017706053,0.9858733521617862,12328
DRD5,-0.017706053,0.9858733521617862,12329
DTHD1,-0.017706053,0.9858733521617862,12330
AC072062.1,-0.017706053,0.9858733521617862,12331
AC023905.1,-0.017706053,0.9858733521617862,12332
AC006116.9,-0.017706053,0.9858733521617862,12333
AC022679.1,-0.017706053,0.9858733521617862,12334
LINC00407,-0.017706053,0.9858733521617862,12335
OR6C4,-0.017706053,0.9858733521617862,12336
OR6C75,-0.017706053,0.9858733521617862,12337
AC015795.1,-0.017706053,0.9858733521617862,12338
GABRG1,-0.017706053,0.9858733521617862,12339
AC096586.2,-0.017706053,0.9858733521617862,12340
AC006960.3,-0.017706053,0.9858733521617862,12341
CLEC1B,-0.017706053,0.9858733521617862,12342
GHRHR,-0.017706053,0.9858733521617862,12343
INMT-MINDY4,-0.017706053,0.9858733521617862,12344
IGFBP1,-0.017706053,0.9858733521617862,12345
AC020892.1,-0.017706053,0.9858733521617862,12346
AC025917.1,-0.017706053,0.9858733521617862,12347
AC008649.1,-0.017706053,0.9858733521617862,12348
AC023906.3,-0.017706053,0.9858733521617862,12349
AC005537.1,-0.017706053,0.9858733521617862,12350
DUOX2,-0.017706053,0.9858733521617862,12351
ELL3,-0.017706053,0.9858733521617862,12352
AC120042.2,-0.017706053,0.9858733521617862,12353
AC103740.2,-0.017706053,0.9858733521617862,12354
AC004593.3,-0.017706053,0.9858733521617862,12355
AC010175.1,-0.017706053,0.9858733521617862,12356
AC084859.1,-0.017706053,0.9858733521617862,12357
AL353593.3,-0.017706053,0.9858733521617862,12358
AC004080.3,-0.017706053,0.9858733521617862,12359
AC012378.1,-0.017706053,0.9858733521617862,12360
GGN,-0.017706053,0.9858733521617862,12361
AC104662.1,-0.017706053,0.9858733521617862,12362
AC007749.1,-0.017706053,0.9858733521617862,12363
AC007557.3,-0.017706053,0.9858733521617862,12364
AC097505.1,-0.017706053,0.9858733521617862,12365
AC010205.1,-0.017706053,0.9858733521617862,12366
AC080011.1,-0.017706053,0.9858733521617862,12367
AC020637.1,-0.017706053,0.9858733521617862,12368
NFAM1,-0.017706053,0.9858733521617862,12369
Z83851.2,-0.017706053,0.9858733521617862,12370
AC055855.1,-0.017706053,0.9858733521617862,12371
LINC00426,-0.017706053,0.9858733521617862,12372
AL138690.1,-0.017706053,0.9858733521617862,12373
AC068389.1,-0.017706053,0.9858733521617862,12374
ASTN2-AS1,-0.017706053,0.9858733521617862,12375
AC079921.1,-0.017706053,0.9858733521617862,12376
CRHR1,-0.017706053,0.9858733521617862,12377
LINC02260,-0.017706053,0.9858733521617862,12378
JPH2,-0.017706053,0.9858733521617862,12379
HOTTIP,-0.017706053,0.9858733521617862,12380
AL121990.1,-0.017706053,0.9858733521617862,12381
AC007272.1,-0.017706053,0.9858733521617862,12382
RBPJL,-0.017706053,0.9858733521617862,12383
STAP1,-0.017706053,0.9858733521617862,12384
CSN1S1,-0.017706053,0.9858733521617862,12385
C11orf88,-0.017706053,0.9858733521617862,12386
AC104137.1,-0.017706053,0.9858733521617862,12387
HKDC1,-0.017706053,0.9858733521617862,12388
AC007298.2,-0.017706053,0.9858733521617862,12389
HAL,-0.017706053,0.9858733521617862,12390
AC008149.1,-0.017706053,0.9858733521617862,12391
AC063948.1,-0.017706053,0.9858733521617862,12392
AC104836.1,-0.017706053,0.9858733521617862,12393
BRDT,-0.017706053,0.9858733521617862,12394
FFAR1,-0.017706053,0.9858733521617862,12395
AC105020.3,-0.017706053,0.9858733521617862,12396
BOLL,-0.017706053,0.9858733521617862,12397
PLA2G12B,-0.017706053,0.9858733521617862,12398
OIT3,-0.017706053,0.9858733521617862,12399
LINC01792,-0.017706053,0.9858733521617862,12400
CFAP97D1,-0.017706053,0.9858733521617862,12401
AC099811.3,-0.017706053,0.9858733521617862,12402
AL139161.1,-0.017706053,0.9858733521617862,12403
HAMP,-0.017706053,0.9858733521617862,12404
PAQR5,-0.017706053,0.9858733521617862,12405
OVOL3,-0.017706053,0.9858733521617862,12406
AGMO,-0.017706053,0.9858733521617862,12407
AC103691.2,-0.017706053,0.9858733521617862,12408
AC020571.1,-0.017706053,0.9858733521617862,12409
AC021127.1,-0.017706053,0.9858733521617862,12410
CLIC6,-0.017706053,0.9858733521617862,12411
AC091100.1,-0.017706053,0.9858733521617862,12412
FRMD1,-0.017706053,0.9858733521617862,12413
AL590483.2,-0.017706053,0.9858733521617862,12414
AL591721.1,-0.017706053,0.9858733521617862,12415
SBSN,-0.017706053,0.9858733521617862,12416
AC090260.1,-0.017706053,0.9858733521617862,12417
AC103974.1,-0.017706053,0.9858733521617862,12418
LINC02327,-0.017706053,0.9858733521617862,12419
TBXT,-0.017706053,0.9858733521617862,12420
AL365184.1,-0.017706053,0.9858733521617862,12421
C3AR1,-0.017706053,0.9858733521617862,12422
NANOGNB,-0.017706053,0.9858733521617862,12423
AC073957.1,-0.017706053,0.9858733521617862,12424
AL591848.2,-0.017706053,0.9858733521617862,12425
AC118555.1,-0.017706053,0.9858733521617862,12426
CSE1L-AS1,-0.017706053,0.9858733521617862,12427
KRTAP4-3,-0.017706053,0.9858733521617862,12428
AC006460.1,-0.017706053,0.9858733521617862,12429
AC011816.2,-0.017706053,0.9858733521617862,12430
C3,-0.017706053,0.9858733521617862,12431
MTRNR2L13,-0.017706053,0.9858733521617862,12432
AC104779.1,-0.017706053,0.9858733521617862,12433
ATP12A,-0.017706053,0.9858733521617862,12434
LINC01111,-0.017706053,0.9858733521617862,12435
HNF4G,-0.017706053,0.9858733521617862,12436
PAPPA-AS2,-0.017706053,0.9858733521617862,12437
DEC1,-0.017706053,0.9858733521617862,12438
LINC00494,-0.017706053,0.9858733521617862,12439
AC092134.1,-0.017706053,0.9858733521617862,12440
AC244100.2,-0.017706053,0.9858733521617862,12441
AL109930.1,-0.017706053,0.9858733521617862,12442
AC019080.3,-0.017706053,0.9858733521617862,12443
LPAR5,-0.017706053,0.9858733521617862,12444
U47924.3,-0.017706053,0.9858733521617862,12445
AC113382.1,-0.017706053,0.9858733521617862,12446
AC005597.1,-0.017706053,0.9858733521617862,12447
AC109809.1,-0.017706053,0.9858733521617862,12448
CFAP161,-0.017706053,0.9858733521617862,12449
GCSAML,-0.017706053,0.9858733521617862,12450
AC022558.2,-0.017706053,0.9858733521617862,12451
AC099687.1,-0.017706053,0.9858733521617862,12452
AC097359.3,-0.017706053,0.9858733521617862,12453
AL133260.2,-0.017706053,0.9858733521617862,12454
OR2L3,-0.017706053,0.9858733521617862,12455
AL121935.1,-0.017706053,0.9858733521617862,12456
AL136980.1,-0.017706053,0.9858733521617862,12457
AC007786.2,-0.017706053,0.9858733521617862,12458
AL354822.1,-0.017706053,0.9858733521617862,12459
LINC01586,-0.017706053,0.9858733521617862,12460
ERVK-28,-0.017706053,0.9858733521617862,12461
AC093390.1,-0.017706053,0.9858733521617862,12462
AC093390.2,-0.017706053,0.9858733521617862,12463
OR2L5,-0.017706053,0.9858733521617862,12464
RAET1E-AS1,-0.017706053,0.9858733521617862,12465
AL355312.4,-0.017706053,0.9858733521617862,12466
AL137847.1,-0.017706053,0.9858733521617862,12467
AC096577.1,-0.017706053,0.9858733521617862,12468
C1orf167,-0.017706053,0.9858733521617862,12469
AP000688.2,-0.017706053,0.9858733521617862,12470
AC107463.1,-0.017706053,0.9858733521617862,12471
LINC02435,-0.017706053,0.9858733521617862,12472
AC131571.1,-0.017706053,0.9858733521617862,12473
AC007405.2,-0.017706053,0.9858733521617862,12474
AL121917.2,-0.017706053,0.9858733521617862,12475
AC116563.1,-0.017706053,0.9858733521617862,12476
LINC01960,-0.017706053,0.9858733521617862,12477
TTLL13P,-0.017706053,0.9858733521617862,12478
LINC00463,-0.017706053,0.9858733521617862,12479
AL136439.1,-0.017706053,0.9858733521617862,12480
LINC02340,-0.017706053,0.9858733521617862,12481
AC011632.1,-0.017706053,0.9858733521617862,12482
LURAP1L-AS1,-0.017706053,0.9858733521617862,12483
AL133480.1,-0.017706053,0.9858733521617862,12484
CCDC188,-0.017706053,0.9858733521617862,12485
AC092042.1,-0.017706053,0.9858733521617862,12486
KRBOX1-AS1,-0.017706053,0.9858733521617862,12487
SERPINB2,-0.017706053,0.9858733521617862,12488
TTC29,-0.017706053,0.9858733521617862,12489
AP000322.1,-0.017706053,0.9858733521617862,12490
AP000311.1,-0.017706053,0.9858733521617862,12491
AC004253.1,-0.017706053,0.9858733521617862,12492
AC012594.1,-0.017706053,0.9858733521617862,12493
AC080188.1,-0.017706053,0.9858733521617862,12494
AC024337.1,-0.017706053,0.9858733521617862,12495
AC006206.2,-0.017706053,0.9858733521617862,12496
AC005833.2,-0.017706053,0.9858733521617862,12497
LINC02523,-0.017706053,0.9858733521617862,12498
TRDN-AS1,-0.017706053,0.9858733521617862,12499
AL035446.1,-0.017706053,0.9858733521617862,12500
PLIN1,-0.017706053,0.9858733521617862,12501
AC114810.1,-0.017706053,0.9858733521617862,12502
AL137847.2,-0.017706053,0.9858733521617862,12503
LINC01250,-0.017706053,0.9858733521617862,12504
LINC00659,-0.017706053,0.9858733521617862,12505
AC096741.1,-0.017706053,0.9858733521617862,12506
AL136115.1,-0.017706053,0.9858733521617862,12507
AC027020.1,-0.017706053,0.9858733521617862,12508
LINC01268,-0.017706053,0.9858733521617862,12509
AL024497.1,-0.017706053,0.9858733521617862,12510
TAAR6,-0.017706053,0.9858733521617862,12511
AC107057.1,-0.017706053,0.9858733521617862,12512
AC104035.1,-0.017706053,0.9858733521617862,12513
LINC02157,-0.017706053,0.9858733521617862,12514
AC092611.2,-0.017706053,0.9858733521617862,12515
PRSS48,-0.017706053,0.9858733521617862,12516
AC136352.3,-0.017706053,0.9858733521617862,12517
DHRS9,-0.017706053,0.9858733521617862,12518
SMAD1-AS2,-0.017706053,0.9858733521617862,12519
LINC02266,-0.017706053,0.9858733521617862,12520
AC090241.3,-0.017706053,0.9858733521617862,12521
PKDREJ,-0.017706053,0.9858733521617862,12522
LINC00857,-0.017706053,0.9858733521617862,12523
AC019193.2,-0.017706053,0.9858733521617862,12524
LINC00290,-0.017706053,0.9858733521617862,12525
AC138761.3,-0.017706053,0.9858733521617862,12526
AL096828.3,-0.017706053,0.9858733521617862,12527
HAR1A,-0.017706053,0.9858733521617862,12528
AP002759.1,-0.017706053,0.9858733521617862,12529
GK3P,-0.017706053,0.9858733521617862,12530
AC010761.2,-0.017706053,0.9858733521617862,12531
RBBP8NL,-0.017706053,0.9858733521617862,12532
AC127024.3,-0.017706053,0.9858733521617862,12533
TBC1D29,-0.017706053,0.9858733521617862,12534
AC096736.3,-0.017706053,0.9858733521617862,12535
ERVE-1,-0.017706053,0.9858733521617862,12536
LINC02532,-0.017706053,0.9858733521617862,12537
AC015819.2,-0.017706053,0.9858733521617862,12538
NTSR1,-0.017706053,0.9858733521617862,12539
AC138781.1,-0.017706053,0.9858733521617862,12540
LINC00484,-0.017706053,0.9858733521617862,12541
AC005722.2,-0.017706053,0.9858733521617862,12542
AC090774.3,-0.017706053,0.9858733521617862,12543
AC108477.1,-0.017706053,0.9858733521617862,12544
LINC01758,-0.017706053,0.9858733521617862,12545
AC010745.4,-0.017706053,0.9858733521617862,12546
AL121957.1,-0.017706053,0.9858733521617862,12547
C11orf94,-0.017706053,0.9858733521617862,12548
AC087277.1,-0.017706053,0.9858733521617862,12549
AL590727.1,-0.017706053,0.9858733521617862,12550
AL022337.1,-0.017706053,0.9858733521617862,12551
AC024563.1,-0.017706053,0.9858733521617862,12552
NICN1,-0.017706053,0.9858733521617862,12553
LINC00528,-0.017706053,0.9858733521617862,12554
AL157896.1,-0.017706053,0.9858733521617862,12555
AC105118.1,-0.017706053,0.9858733521617862,12556
AC096543.2,-0.017706053,0.9858733521617862,12557
Z97353.2,-0.017706053,0.9858733521617862,12558
AC012065.3,-0.017706053,0.9858733521617862,12559
AL031717.1,-0.017706053,0.9858733521617862,12560
AL355613.1,-0.017706053,0.9858733521617862,12561
LINC02542,-0.017706053,0.9858733521617862,12562
MEF2B,-0.017706053,0.9858733521617862,12563
AC009065.6,-0.017706053,0.9858733521617862,12564
AL031008.1,-0.017706053,0.9858733521617862,12565
AL157392.2,-0.017706053,0.9858733521617862,12566
AC018742.1,-0.017706053,0.9858733521617862,12567
AC007314.1,-0.017706053,0.9858733521617862,12568
AC010266.2,-0.017706053,0.9858733521617862,12569
AC020558.1,-0.017706053,0.9858733521617862,12570
AC114291.1,-0.017706053,0.9858733521617862,12571
AC062031.1,-0.017706053,0.9858733521617862,12572
AC009951.2,-0.017706053,0.9858733521617862,12573
KYNU,-0.017706053,0.9858733521617862,12574
AB015752.1,-0.017706053,0.9858733521617862,12575
AC141586.2,-0.017706053,0.9858733521617862,12576
CEMP1,-0.017706053,0.9858733521617862,12577
PRSS22,-0.017706053,0.9858733521617862,12578
ZG16B,-0.017706053,0.9858733521617862,12579
PRSS21,-0.017706053,0.9858733521617862,12580
AL157392.1,-0.017706053,0.9858733521617862,12581
CRISP3,-0.017706053,0.9858733521617862,12582
LINC01415,-0.017706053,0.9858733521617862,12583
USP30-AS1,-0.017706053,0.9858733521617862,12584
AC008397.2,-0.017706053,0.9858733521617862,12585
MOBP,-0.017706053,0.9858733521617862,12586
LINC01596,-0.017706053,0.9858733521617862,12587
AC005410.2,-0.017706053,0.9858733521617862,12588
CFC1B,-0.017706053,0.9858733521617862,12589
LINC02241,-0.017706053,0.9858733521617862,12590
TBC1D26,-0.017706053,0.9858733521617862,12591
AC015922.3,-0.017706053,0.9858733521617862,12592
SMTNL1,-0.017706053,0.9858733521617862,12593
AC018410.1,-0.017706053,0.9858733521617862,12594
PCP2,-0.017706053,0.9858733521617862,12595
AC140118.1,-0.017706053,0.9858733521617862,12596
PTPN22,-0.017706053,0.9858733521617862,12597
AL139041.1,-0.017706053,0.9858733521617862,12598
AL136985.3,-0.017706053,0.9858733521617862,12599
CXXC5-AS1,-0.017706053,0.9858733521617862,12600
AC010343.3,-0.017706053,0.9858733521617862,12601
AC004528.2,-0.017706053,0.9858733521617862,12602
AP001596.1,-0.017706053,0.9858733521617862,12603
LINC02109,-0.017706053,0.9858733521617862,12604
PURPL,-0.017706053,0.9858733521617862,12605
AC017033.1,-0.017706053,0.9858733521617862,12606
AC027307.1,-0.017706053,0.9858733521617862,12607
LINC01276,-0.017706053,0.9858733521617862,12608
TREM2,-0.017706053,0.9858733521617862,12609
AC022167.4,-0.017706053,0.9858733521617862,12610
AL512274.1,-0.017706053,0.9858733521617862,12611
C22orf34,-0.017706053,0.9858733521617862,12612
AC007218.1,-0.017706053,0.9858733521617862,12613
AC004233.3,-0.017706053,0.9858733521617862,12614
GSTA2,-0.017706053,0.9858733521617862,12615
AGBL5-AS1,-0.017706053,0.9858733521617862,12616
PROC,-0.017706053,0.9858733521617862,12617
AL355578.1,-0.017706053,0.9858733521617862,12618
AC022126.1,-0.017706053,0.9858733521617862,12619
TDGF1,-0.017706053,0.9858733521617862,12620
CCRL2,-0.017706053,0.9858733521617862,12621
AP002770.1,-0.017706053,0.9858733521617862,12622
LINC00951,-0.017706053,0.9858733521617862,12623
AC007216.1,-0.017706053,0.9858733521617862,12624
TMX2-CTNND1,-0.017706053,0.9858733521617862,12625
AP000781.1,-0.017706053,0.9858733521617862,12626
AC007406.4,-0.017706053,0.9858733521617862,12627
AL117328.2,-0.017706053,0.9858733521617862,12628
SLC5A5,-0.017706053,0.9858733521617862,12629
AL133375.1,-0.017706053,0.9858733521617862,12630
AC023830.2,-0.017706053,0.9858733521617862,12631
AC005330.1,-0.017706053,0.9858733521617862,12632
AC010776.3,-0.017706053,0.9858733521617862,12633
VIPR1-AS1,-0.017706053,0.9858733521617862,12634
KCNG2,-0.017706053,0.9858733521617862,12635
AC017074.1,-0.017706053,0.9858733521617862,12636
