gene,scores,pvals,rank
AL365184.2,0.0,1.0,8101
AC068535.1,0.0,1.0,8102
AC027045.2,0.0,1.0,8103
DHRS7C,0.0,1.0,8104
GLP2R,0.0,1.0,8105
AC068057.1,0.0,1.0,8106
AC053503.4,0.0,1.0,8107
AL160408.1,0.0,1.0,8108
AP001471.1,0.0,1.0,8109
SENP3-EIF4A1,0.0,1.0,8110
AL133516.1,0.0,1.0,8111
AL451070.1,0.0,1.0,8112
AC004112.1,0.0,1.0,8113
RXFP3,0.0,1.0,8114
AC016588.1,0.0,1.0,8115
GUCA1C,0.0,1.0,8116
AL954642.1,0.0,1.0,8117
AC136475.2,0.0,1.0,8118
L3MBTL4-AS1,0.0,1.0,8119
LINC00668,0.0,1.0,8120
MYHAS,0.0,1.0,8121
ARRDC5,0.0,1.0,8122
AC104561.3,0.0,1.0,8123
LINC01080,0.0,1.0,8124
LINC00564,0.0,1.0,8125
LINC00351,0.0,1.0,8126
ADAMDEC1,0.0,1.0,8127
LINC00559,0.0,1.0,8128
AC037459.1,0.0,1.0,8129
AC037441.1,0.0,1.0,8130
AL365226.2,0.0,1.0,8131
LINC02149,0.0,1.0,8132
AC005703.1,0.0,1.0,8133
LINC02111,0.0,1.0,8134
LINC02217,0.0,1.0,8135
PRDM9,0.0,1.0,8136
ANKRD33B-AS1,0.0,1.0,8137
MYH13,0.0,1.0,8138
MFSD6L,0.0,1.0,8139
AC025754.1,0.0,1.0,8140
AC097059.1,0.0,1.0,8141
AL161781.2,0.0,1.0,8142
AL121672.1,0.0,1.0,8143
AP001993.1,0.0,1.0,8144
AP000904.1,0.0,1.0,8145
LINC02102,0.0,1.0,8146
AC128707.1,0.0,1.0,8147
AC130415.1,0.0,1.0,8148
AC027288.1,0.0,1.0,8149
AL513165.1,0.0,1.0,8150
AL138752.2,0.0,1.0,8151
LINC01194,0.0,1.0,8152
AC005303.1,0.0,1.0,8153
AC005304.1,0.0,1.0,8154
MYH4,0.0,1.0,8155
AC090679.1,0.0,1.0,8156
AL135785.1,0.0,1.0,8157
FFAR3,0.0,1.0,8158
AL136369.2,0.0,1.0,8159
AC034229.2,0.0,1.0,8160
AP000842.1,0.0,1.0,8161
AC019155.3,0.0,1.0,8162
AC019155.2,0.0,1.0,8163
FEZF1-AS1,0.0,1.0,8164
C7orf77,0.0,1.0,8165
LINC00391,0.0,1.0,8166
LINC02199,0.0,1.0,8167
AC005324.1,0.0,1.0,8168
AP005432.2,0.0,1.0,8169
LINC02400,0.0,1.0,8170
ASZ1,0.0,1.0,8171
C14orf180,0.0,1.0,8172
BX927359.1,0.0,1.0,8173
BX322559.1,0.0,1.0,8174
AL137076.1,0.0,1.0,8175
AL121900.2,0.0,1.0,8176
AL049812.2,0.0,1.0,8177
AL031656.1,0.0,1.0,8178
AC007879.1,0.0,1.0,8179
LINC02153,0.0,1.0,8180
AP002008.1,0.0,1.0,8181
LINC01903,0.0,1.0,8182
AC025773.1,0.0,1.0,8183
AC106799.1,0.0,1.0,8184
AC026719.1,0.0,1.0,8185
AL080316.1,0.0,1.0,8186
LINC02096,0.0,1.0,8187
AC112192.1,0.0,1.0,8188
AC005324.4,0.0,1.0,8189
AC021088.1,0.0,1.0,8190
AC091906.1,0.0,1.0,8191
Z97192.2,0.0,1.0,8192
FP325330.1,0.0,1.0,8193
Z82249.1,0.0,1.0,8194
AC073486.1,0.0,1.0,8195
AC003975.1,0.0,1.0,8196
OR14A2,0.0,1.0,8197
LINC02116,0.0,1.0,8198
AC025183.1,0.0,1.0,8199
MSLN,0.0,1.0,8200
LGALS9C,0.0,1.0,8201
GNG13,0.0,1.0,8202
AC108474.1,0.0,1.0,8203
AL161645.1,0.0,1.0,8204
SYCE1,0.0,1.0,8205
AP001931.1,0.0,1.0,8206
AL031716.1,0.0,1.0,8207
DDO,0.0,1.0,8208
LINC02285,0.0,1.0,8209
SSTR5,0.0,1.0,8210
AC009518.1,0.0,1.0,8211
TRIML1,0.0,1.0,8212
AP005671.1,0.0,1.0,8213
AP005433.1,0.0,1.0,8214
ZBTB20-AS3,0.0,1.0,8215
LINC01823,0.0,1.0,8216
LINC01889,0.0,1.0,8217
AC093909.4,0.0,1.0,8218
OR2T33,0.0,1.0,8219
AC098483.1,0.0,1.0,8220
SLC6A18,0.0,1.0,8221
AC011586.1,0.0,1.0,8222
AC068992.1,0.0,1.0,8223
AC000372.1,0.0,1.0,8224
AL355096.1,0.0,1.0,8225
AL157871.2,0.0,1.0,8226
AP000365.1,0.0,1.0,8227
Z86062.2,0.0,1.0,8228
LINC00566,0.0,1.0,8229
LINC01761,0.0,1.0,8230
TBATA,0.0,1.0,8231
LINC01541,0.0,1.0,8232
LINC02552,0.0,1.0,8233
CARD18,0.0,1.0,8234
AL049557.1,0.0,1.0,8235
LINC01899,0.0,1.0,8236
AL356259.1,0.0,1.0,8237
GJA3,0.0,1.0,8238
AC087439.1,0.0,1.0,8239
LYPD8,0.0,1.0,8240
AC011525.1,0.0,1.0,8241
AC011525.2,0.0,1.0,8242
LINC01837,0.0,1.0,8243
LINC01533,0.0,1.0,8244
AC096659.1,0.0,1.0,8245
AC108865.1,0.0,1.0,8246
AC090109.1,0.0,1.0,8247
AC090503.1,0.0,1.0,8248
CD40LG,0.0,1.0,8249
AC011005.1,0.0,1.0,8250
AC089984.1,0.0,1.0,8251
AL135924.2,0.0,1.0,8252
OR2AJ1,0.0,1.0,8253
KIF26B-AS1,0.0,1.0,8254
AC007325.1,0.0,1.0,8255
AL356124.2,0.0,1.0,8256
SLC25A47,0.0,1.0,8257
LINC02299,0.0,1.0,8258
LINC02291,0.0,1.0,8259
AL109767.1,0.0,1.0,8260
AC078842.1,0.0,1.0,8261
AC011625.1,0.0,1.0,8262
AC009365.3,0.0,1.0,8263
AL049839.2,0.0,1.0,8264
AC078922.1,0.0,1.0,8265
VPS13A-AS1,0.0,1.0,8266
GNA14-AS1,0.0,1.0,8267
AL161912.2,0.0,1.0,8268
LGALS9B,0.0,1.0,8269
AC015818.8,0.0,1.0,8270
AC093801.1,0.0,1.0,8271
SLC13A2,0.0,1.0,8272
LINC02512,0.0,1.0,8273
LINC02504,0.0,1.0,8274
AC129926.1,0.0,1.0,8275
LINC01782,0.0,1.0,8276
AC011518.1,0.0,1.0,8277
AL606804.1,0.0,1.0,8278
LINC01992,0.0,1.0,8279
AC096751.2,0.0,1.0,8280
AL139020.1,0.0,1.0,8281
KLRG2,0.0,1.0,8282
LINC01264,0.0,1.0,8283
AL162726.1,0.0,1.0,8284
AC025030.2,0.0,1.0,8285
ENTPD2,0.0,1.0,8286
PLA1A,0.0,1.0,8287
LINC02287,0.0,1.0,8288
FBXW7-AS1,0.0,1.0,8289
LINC02272,0.0,1.0,8290
AC078889.1,0.0,1.0,8291
AL353572.3,0.0,1.0,8292
SLC28A3,0.0,1.0,8293
TAS2R8,0.0,1.0,8294
TAS2R9,0.0,1.0,8295
SMLR1,0.0,1.0,8296
AL049646.1,0.0,1.0,8297
DEFB133,0.0,1.0,8298
AL355102.4,0.0,1.0,8299
ANXA10,0.0,1.0,8300
LINC02433,0.0,1.0,8301
AC098679.1,0.0,1.0,8302
LINCMD1,0.0,1.0,8303
CATSPERB,0.0,1.0,8304
LINC02355,0.0,1.0,8305
AL355607.2,0.0,1.0,8306
AL033384.1,0.0,1.0,8307
AC011995.2,0.0,1.0,8308
AC022511.1,0.0,1.0,8309
AC093326.1,0.0,1.0,8310
LINC01834,0.0,1.0,8311
LINC01791,0.0,1.0,8312
LINC01115,0.0,1.0,8313
OR2M3,0.0,1.0,8314
LINC02477,0.0,1.0,8315
CCDC197,0.0,1.0,8316
AL132708.1,0.0,1.0,8317
SERPINA11,0.0,1.0,8318
AC083867.1,0.0,1.0,8319
AQP12B,0.0,1.0,8320
AL121759.2,0.0,1.0,8321
AL158013.1,0.0,1.0,8322
AC093864.1,0.0,1.0,8323
AC005552.1,0.0,1.0,8324
AC138207.1,0.0,1.0,8325
LINC02421,0.0,1.0,8326
AP003715.1,0.0,1.0,8327
AP001005.3,0.0,1.0,8328
CETN1,0.0,1.0,8329
AC018866.1,0.0,1.0,8330
AC017053.1,0.0,1.0,8331
LINC02273,0.0,1.0,8332
TRBV6-1,0.0,1.0,8333
LINC00411,0.0,1.0,8334
DEFB136,0.0,1.0,8335
AC079336.4,0.0,1.0,8336
LINC01247,0.0,1.0,8337
AC022400.1,0.0,1.0,8338
CALHM1,0.0,1.0,8339
AC109927.2,0.0,1.0,8340
AC026620.1,0.0,1.0,8341
AC097658.2,0.0,1.0,8342
AC010907.2,0.0,1.0,8343
ALLC,0.0,1.0,8344
ADM2,0.0,1.0,8345
AC124276.1,0.0,1.0,8346
CLEC2A,0.0,1.0,8347
CLEC12A,0.0,1.0,8348
CLEC9A,0.0,1.0,8349
AC079329.1,0.0,1.0,8350
AC022400.2,0.0,1.0,8351
LINC02466,0.0,1.0,8352
SLC35G3,0.0,1.0,8353
LINC02388,0.0,1.0,8354
AP000424.1,0.0,1.0,8355
HSD17B3,0.0,1.0,8356
AL390760.1,0.0,1.0,8357
AC004941.1,0.0,1.0,8358
AC138207.5,0.0,1.0,8359
AC092435.1,0.0,1.0,8360
KLHDC7B,0.0,1.0,8361
SERPINA4,0.0,1.0,8362
AL117192.1,0.0,1.0,8363
AP003438.1,0.0,1.0,8364
AC006111.1,0.0,1.0,8365
AC010776.1,0.0,1.0,8366
FP475955.3,0.0,1.0,8367
AC083805.2,0.0,1.0,8368
AC025811.1,0.0,1.0,8369
AC080162.1,0.0,1.0,8370
OR51S1,0.0,1.0,8371
LINC00570,0.0,1.0,8372
AC096711.3,0.0,1.0,8373
LINC00613,0.0,1.0,8374
AC007308.1,0.0,1.0,8375
FP475955.1,0.0,1.0,8376
AL050344.1,0.0,1.0,8377
AC006974.2,0.0,1.0,8378
AC018680.1,0.0,1.0,8379
LINC02510,0.0,1.0,8380
IL21-AS1,0.0,1.0,8381
AC004147.3,0.0,1.0,8382
CCL7,0.0,1.0,8383
GBX1,0.0,1.0,8384
AC005486.1,0.0,1.0,8385
AF127577.5,0.0,1.0,8386
AP001172.2,0.0,1.0,8387
AC243829.2,0.0,1.0,8388
AC243830.3,0.0,1.0,8389
AP002373.1,0.0,1.0,8390
AC096773.1,0.0,1.0,8391
AC005586.1,0.0,1.0,8392
OR2A7,0.0,1.0,8393
MYO16-AS2,0.0,1.0,8394
AL355974.2,0.0,1.0,8395
AC022784.2,0.0,1.0,8396
IL22RA1,0.0,1.0,8397
AL359815.1,0.0,1.0,8398
AL117336.1,0.0,1.0,8399
AC006019.3,0.0,1.0,8400
AC093726.2,0.0,1.0,8401
LINC01581,0.0,1.0,8402
AC062028.1,0.0,1.0,8403
AC016730.1,0.0,1.0,8404
AC068286.1,0.0,1.0,8405
LINC00298,0.0,1.0,8406
AC005996.1,0.0,1.0,8407
AC107958.3,0.0,1.0,8408
C1QL2,0.0,1.0,8409
IL36G,0.0,1.0,8410
AC023830.1,0.0,1.0,8411
AL117337.1,0.0,1.0,8412
AL669841.1,0.0,1.0,8413
DEFB1,0.0,1.0,8414
AC026888.1,0.0,1.0,8415
AC009652.2,0.0,1.0,8416
A2ML1,0.0,1.0,8417
AC139718.1,0.0,1.0,8418
AL356753.1,0.0,1.0,8419
GIMD1,0.0,1.0,8420
LINC01492,0.0,1.0,8421
AL390962.1,0.0,1.0,8422
OR13C5,0.0,1.0,8423
AP001107.3,0.0,1.0,8424
SLC25A31,0.0,1.0,8425
FCGR1B,0.0,1.0,8426
AF212831.1,0.0,1.0,8427
ZSCAN5C,0.0,1.0,8428
LIPI,0.0,1.0,8429
AL357172.1,0.0,1.0,8430
GALNTL5,0.0,1.0,8431
AC078942.1,0.0,1.0,8432
CRLF2,0.0,1.0,8433
AC004066.2,0.0,1.0,8434
AC109361.2,0.0,1.0,8435
AC087491.1,0.0,1.0,8436
AC115619.1,0.0,1.0,8437
AC068490.1,0.0,1.0,8438
AC013451.1,0.0,1.0,8439
PROX2,0.0,1.0,8440
SLC22A7,0.0,1.0,8441
AL365205.3,0.0,1.0,8442
LINC01107,0.0,1.0,8443
LINC01937,0.0,1.0,8444
AC145625.1,0.0,1.0,8445
CRYGA,0.0,1.0,8446
ACSM4,0.0,1.0,8447
AF127936.1,0.0,1.0,8448
LINC01043,0.0,1.0,8449
LINC01044,0.0,1.0,8450
AC026336.3,0.0,1.0,8451
AC006441.4,0.0,1.0,8452
AC004408.1,0.0,1.0,8453
AC243547.1,0.0,1.0,8454
PRAP1,0.0,1.0,8455
AP001652.1,0.0,1.0,8456
AC091614.1,0.0,1.0,8457
NT5C1B,0.0,1.0,8458
LINC00368,0.0,1.0,8459
ARHGEF7-AS1,0.0,1.0,8460
AL359649.1,0.0,1.0,8461
AC011899.2,0.0,1.0,8462
AL691403.1,0.0,1.0,8463
AC003666.1,0.0,1.0,8464
KRTAP13-4,0.0,1.0,8465
AL713851.1,0.0,1.0,8466
C4orf17,0.0,1.0,8467
AL158070.1,0.0,1.0,8468
AL451140.1,0.0,1.0,8469
ACTL7B,0.0,1.0,8470
AL158829.1,0.0,1.0,8471
VNN3,0.0,1.0,8472
AC010335.1,0.0,1.0,8473
AL109761.1,0.0,1.0,8474
AF130417.1,0.0,1.0,8475
TMPRSS15,0.0,1.0,8476
Z98257.2,0.0,1.0,8477
CELA3B,0.0,1.0,8478
LINC01922,0.0,1.0,8479
AP001605.1,0.0,1.0,8480
KRTAP3-2,0.0,1.0,8481
KRT32,0.0,1.0,8482
KRT13,0.0,1.0,8483
AL353740.1,0.0,1.0,8484
LINC00974,0.0,1.0,8485
AC004054.1,0.0,1.0,8486
AC108067.1,0.0,1.0,8487
AC108515.1,0.0,1.0,8488
AC139722.1,0.0,1.0,8489
RUVBL1-AS1,0.0,1.0,8490
RHO,0.0,1.0,8491
AC123023.1,0.0,1.0,8492
AC096708.2,0.0,1.0,8493
AC079054.1,0.0,1.0,8494
VRTN,0.0,1.0,8495
DLGAP2-AS1,0.0,1.0,8496
AL137002.1,0.0,1.0,8497
AC119868.2,0.0,1.0,8498
AL357153.2,0.0,1.0,8499
KCNH4,0.0,1.0,8500
LCN10,0.0,1.0,8501
LCN8,0.0,1.0,8502
TREML4,0.0,1.0,8503
AC104653.2,0.0,1.0,8504
AC012615.5,0.0,1.0,8505
ACE2,0.0,1.0,8506
AC097478.2,0.0,1.0,8507
AC097478.3,0.0,1.0,8508
AL162414.1,0.0,1.0,8509
SPATA19,0.0,1.0,8510
OR51A4,0.0,1.0,8511
AC090572.3,0.0,1.0,8512
AC022535.1,0.0,1.0,8513
AL157413.1,0.0,1.0,8514
OR51L1,0.0,1.0,8515
AC073896.5,0.0,1.0,8516
AC020908.1,0.0,1.0,8517
LINC02565,0.0,1.0,8518
BIRC6-AS1,0.0,1.0,8519
LINC00486,0.0,1.0,8520
AL121772.1,0.0,1.0,8521
AC097713.1,0.0,1.0,8522
IQCA1-AS1,0.0,1.0,8523
GCKR,0.0,1.0,8524
AC074011.1,0.0,1.0,8525
AC125257.2,0.0,1.0,8526
PLA2G2A,0.0,1.0,8527
AL049629.1,0.0,1.0,8528
CLDN17,0.0,1.0,8529
HSPB7,0.0,1.0,8530
AL356859.1,0.0,1.0,8531
AC008079.1,0.0,1.0,8532
LINC01307,0.0,1.0,8533
LINC01709,0.0,1.0,8534
FNDC7,0.0,1.0,8535
AC007552.2,0.0,1.0,8536
AC105105.1,0.0,1.0,8537
OR51B2,0.0,1.0,8538
OR51I1,0.0,1.0,8539
OR52D1,0.0,1.0,8540
EPS8L3,0.0,1.0,8541
NBPF6,0.0,1.0,8542
AL391336.1,0.0,1.0,8543
AC003043.2,0.0,1.0,8544
AC112721.2,0.0,1.0,8545
AC104667.1,0.0,1.0,8546
UGT1A1,0.0,1.0,8547
AL133464.1,0.0,1.0,8548
AL139275.2,0.0,1.0,8549
AC132872.3,0.0,1.0,8550
AP003469.2,0.0,1.0,8551
AL512622.1,0.0,1.0,8552
LINC01166,0.0,1.0,8553
AP000640.1,0.0,1.0,8554
HABP2,0.0,1.0,8555
LINC00671,0.0,1.0,8556
AC068675.1,0.0,1.0,8557
NAA11,0.0,1.0,8558
TLR8,0.0,1.0,8559
AC116049.2,0.0,1.0,8560
TMPRSS11D,0.0,1.0,8561
ADGRE3,0.0,1.0,8562
AC016877.1,0.0,1.0,8563
AC073218.2,0.0,1.0,8564
AC003035.1,0.0,1.0,8565
AC022167.5,0.0,1.0,8566
TAB3-AS1,0.0,1.0,8567
FAM47A,0.0,1.0,8568
AL928596.1,0.0,1.0,8569
KRTAP20-2,0.0,1.0,8570
CYP4F22,0.0,1.0,8571
PPY,0.0,1.0,8572
SMR3B,0.0,1.0,8573
TSPO2,0.0,1.0,8574
CYP4F11,0.0,1.0,8575
AC097501.2,0.0,1.0,8576
PNLIP,0.0,1.0,8577
LINC01833,0.0,1.0,8578
AC093702.1,0.0,1.0,8579
AL360219.1,0.0,1.0,8580
RDH10-AS1,0.0,1.0,8581
AFP,0.0,1.0,8582
UGT2B10,0.0,1.0,8583
LINC01180,0.0,1.0,8584
AL162727.1,0.0,1.0,8585
ORM1,0.0,1.0,8586
AC034102.5,0.0,1.0,8587
AL138895.1,0.0,1.0,8588
AL137798.1,0.0,1.0,8589
AL121970.1,0.0,1.0,8590
AC100797.4,0.0,1.0,8591
PANDAR,0.0,1.0,8592
AC091132.2,0.0,1.0,8593
AP000790.3,0.0,1.0,8594
MS4A4E,0.0,1.0,8595
UGT2A1,0.0,1.0,8596
HTN1,0.0,1.0,8597
PRR27,0.0,1.0,8598
AC093857.1,0.0,1.0,8599
AC097110.1,0.0,1.0,8600
AC026950.2,0.0,1.0,8601
AF241728.1,0.0,1.0,8602
GPR55,0.0,1.0,8603
PRM1,0.0,1.0,8604
AC239799.1,0.0,1.0,8605
SPP2,0.0,1.0,8606
AC017091.1,0.0,1.0,8607
AC073283.2,0.0,1.0,8608
LNX1-AS1,0.0,1.0,8609
AC098587.1,0.0,1.0,8610
AC138474.1,0.0,1.0,8611
AL731557.1,0.0,1.0,8612
SPATA32,0.0,1.0,8613
ZFX-AS1,0.0,1.0,8614
AC121342.1,0.0,1.0,8615
AL390816.1,0.0,1.0,8616
AC020922.3,0.0,1.0,8617
AL606516.1,0.0,1.0,8618
AC007221.1,0.0,1.0,8619
SMIM9,0.0,1.0,8620
H2AFB1,0.0,1.0,8621
AL355075.3,0.0,1.0,8622
AL117338.1,0.0,1.0,8623
ABRA,0.0,1.0,8624
LACRT,0.0,1.0,8625
MUCL1,0.0,1.0,8626
AC122685.1,0.0,1.0,8627
AC009779.5,0.0,1.0,8628
AC018521.3,0.0,1.0,8629
AC111198.1,0.0,1.0,8630
OR5B2,0.0,1.0,8631
PLA2G10,0.0,1.0,8632
PISRT1,0.0,1.0,8633
AP000281.2,0.0,1.0,8634
TMEM82,0.0,1.0,8635
AP000282.1,0.0,1.0,8636
AP000289.1,0.0,1.0,8637
RNASE10,0.0,1.0,8638
AC099518.1,0.0,1.0,8639
LINC00836,0.0,1.0,8640
AC007601.2,0.0,1.0,8641
AL139121.1,0.0,1.0,8642
AC009975.1,0.0,1.0,8643
AC093732.1,0.0,1.0,8644
CLCA2,0.0,1.0,8645
AC091179.1,0.0,1.0,8646
AC105389.1,0.0,1.0,8647
AL356270.1,0.0,1.0,8648
AC018946.1,0.0,1.0,8649
KAZN-AS1,0.0,1.0,8650
AC021422.1,0.0,1.0,8651
UCN3,0.0,1.0,8652
CALML3,0.0,1.0,8653
LINC00838,0.0,1.0,8654
PAGE4,0.0,1.0,8655
CLPSL1,0.0,1.0,8656
RNASE3,0.0,1.0,8657
RNASE2,0.0,1.0,8658
AL158801.2,0.0,1.0,8659
LINC01921,0.0,1.0,8660
AC009134.1,0.0,1.0,8661
AC092436.2,0.0,1.0,8662
TAC4,0.0,1.0,8663
AC024132.3,0.0,1.0,8664
OR8S1,0.0,1.0,8665
AL353611.1,0.0,1.0,8666
AC006130.1,0.0,1.0,8667
AC233728.1,0.0,1.0,8668
PAGE1,0.0,1.0,8669
MTOR-AS1,0.0,1.0,8670
GPR158-AS1,0.0,1.0,8671
DEFB124,0.0,1.0,8672
AL031651.1,0.0,1.0,8673
HNRNPCL4,0.0,1.0,8674
AL359771.1,0.0,1.0,8675
AC003009.1,0.0,1.0,8676
NLRP2B,0.0,1.0,8677
AL591212.1,0.0,1.0,8678
AL163953.1,0.0,1.0,8679
LINC02331,0.0,1.0,8680
AC007402.1,0.0,1.0,8681
LINC01867,0.0,1.0,8682
GPR75-ASB3,0.0,1.0,8683
AC104078.1,0.0,1.0,8684
B4GALNT2,0.0,1.0,8685
LINC02505,0.0,1.0,8686
AC010401.2,0.0,1.0,8687
AC121333.1,0.0,1.0,8688
AC108727.2,0.0,1.0,8689
AC127496.3,0.0,1.0,8690
TMEM89,0.0,1.0,8691
AC027601.2,0.0,1.0,8692
LIMS4,0.0,1.0,8693
MS4A1,0.0,1.0,8694
CELA3A,0.0,1.0,8695
AC004590.1,0.0,1.0,8696
USP17L22,0.0,1.0,8697
AC005920.2,0.0,1.0,8698
LINC02364,0.0,1.0,8699
AC068944.1,0.0,1.0,8700
AC096576.2,0.0,1.0,8701
AC096719.1,0.0,1.0,8702
DIRC3-AS1,0.0,1.0,8703
MIR4432HG,0.0,1.0,8704
AC010327.3,0.0,1.0,8705
AL162724.2,0.0,1.0,8706
DSCR4,0.0,1.0,8707
AL109811.4,0.0,1.0,8708
PIK3CD-AS1,0.0,1.0,8709
PTGDR,0.0,1.0,8710
LINC02517,0.0,1.0,8711
AC006296.2,0.0,1.0,8712
LINC00536,0.0,1.0,8713
C4B,0.0,1.0,8714
AWAT2,0.0,1.0,8715
RAB41,0.0,1.0,8716
RNASE7,0.0,1.0,8717
OR5AU1,0.0,1.0,8718
HCFC1-AS1,0.0,1.0,8719
AL158211.2,0.0,1.0,8720
AL390835.1,0.0,1.0,8721
AL583859.1,0.0,1.0,8722
MS4A10,0.0,1.0,8723
OR4D10,0.0,1.0,8724
AC010181.1,0.0,1.0,8725
CCR3,0.0,1.0,8726
AL353615.1,0.0,1.0,8727
AC098613.1,0.0,1.0,8728
GPR21,0.0,1.0,8729
AC113615.1,0.0,1.0,8730
LINC01539,0.0,1.0,8731
AC002401.1,0.0,1.0,8732
AP003774.2,0.0,1.0,8733
HRASLS2,0.0,1.0,8734
AC092567.1,0.0,1.0,8735
AC015969.1,0.0,1.0,8736
AC020931.1,0.0,1.0,8737
AL583859.2,0.0,1.0,8738
AL133343.2,0.0,1.0,8739
AL133343.1,0.0,1.0,8740
CCL20,0.0,1.0,8741
LINC01807,0.0,1.0,8742
AC007557.1,0.0,1.0,8743
BOD1L2,0.0,1.0,8744
AC003001.1,0.0,1.0,8745
AL162632.1,0.0,1.0,8746
AL157414.1,0.0,1.0,8747
AL023584.1,0.0,1.0,8748
AL451105.2,0.0,1.0,8749
LINC01714,0.0,1.0,8750
AC087672.2,0.0,1.0,8751
MAGEA10,0.0,1.0,8752
CSAG1,0.0,1.0,8753
AC147067.2,0.0,1.0,8754
AC078906.1,0.0,1.0,8755
LINC00384,0.0,1.0,8756
HLTF-AS1,0.0,1.0,8757
TM4SF1-AS1,0.0,1.0,8758
ANKUB1,0.0,1.0,8759
LINC01998,0.0,1.0,8760
AC245128.3,0.0,1.0,8761
XXYLT1-AS2,0.0,1.0,8762
AC023115.1,0.0,1.0,8763
LINC01805,0.0,1.0,8764
LINC01999,0.0,1.0,8765
AC025521.1,0.0,1.0,8766
AC017083.3,0.0,1.0,8767
AC025277.1,0.0,1.0,8768
AC008440.3,0.0,1.0,8769
AC008742.1,0.0,1.0,8770
AL731555.1,0.0,1.0,8771
TAS1R1,0.0,1.0,8772
LINC01700,0.0,1.0,8773
AF064858.3,0.0,1.0,8774
TENT5D,0.0,1.0,8775
TCP11X1,0.0,1.0,8776
SLC9A9-AS1,0.0,1.0,8777
SLC9A9-AS2,0.0,1.0,8778
SLC9A4,0.0,1.0,8779
LINC01935,0.0,1.0,8780
TRAV8-2,0.0,1.0,8781
TRAV39,0.0,1.0,8782
PASD1,0.0,1.0,8783
SLC22A10,0.0,1.0,8784
GH2,0.0,1.0,8785
LRRC15,0.0,1.0,8786
LINC01983,0.0,1.0,8787
SPRR3,0.0,1.0,8788
AP001625.2,0.0,1.0,8789
DSCAM-AS1,0.0,1.0,8790
LINC02307,0.0,1.0,8791
MAGEA11,0.0,1.0,8792
AC010336.2,0.0,1.0,8793
AC010975.1,0.0,1.0,8794
AC016716.2,0.0,1.0,8795
KRT6A,0.0,1.0,8796
AC007422.2,0.0,1.0,8797
AP000721.1,0.0,1.0,8798
AC005041.3,0.0,1.0,8799
MUC16,0.0,1.0,8800
MAGEA8,0.0,1.0,8801
NKX2-1,0.0,1.0,8802
AL162464.1,0.0,1.0,8803
LINC00517,0.0,1.0,8804
H2BFWT,0.0,1.0,8805
LINC01345,0.0,1.0,8806
AL805961.1,0.0,1.0,8807
SPRR1B,0.0,1.0,8808
AC136618.1,0.0,1.0,8809
AC021237.1,0.0,1.0,8810
LINC02041,0.0,1.0,8811
AC079061.1,0.0,1.0,8812
PGA4,0.0,1.0,8813
AP000797.3,0.0,1.0,8814
ARMS2,0.0,1.0,8815
LINC00111,0.0,1.0,8816
AL133163.2,0.0,1.0,8817
NCBP2L,0.0,1.0,8818
AL445363.1,0.0,1.0,8819
ESX1,0.0,1.0,8820
APOC3,0.0,1.0,8821
ODF2-AS1,0.0,1.0,8822
SFTPB,0.0,1.0,8823
ETV5-AS1,0.0,1.0,8824
FETUB,0.0,1.0,8825
AC025566.1,0.0,1.0,8826
LINC02045,0.0,1.0,8827
LINC02396,0.0,1.0,8828
KRT72,0.0,1.0,8829
KRT78,0.0,1.0,8830
MBD3L1,0.0,1.0,8831
HIGD1C,0.0,1.0,8832
NTRK3-AS1,0.0,1.0,8833
AC025259.1,0.0,1.0,8834
KRT80,0.0,1.0,8835
AC104532.1,0.0,1.0,8836
AL138916.2,0.0,1.0,8837
GPR139,0.0,1.0,8838
CLEC4E,0.0,1.0,8839
AC013549.2,0.0,1.0,8840
GP2,0.0,1.0,8841
CELA1,0.0,1.0,8842
AC107031.1,0.0,1.0,8843
LY6G6F,0.0,1.0,8844
AC004805.1,0.0,1.0,8845
APOH,0.0,1.0,8846
AP003064.2,0.0,1.0,8847
AC104655.1,0.0,1.0,8848
EBI3,0.0,1.0,8849
AC104521.1,0.0,1.0,8850
AC006206.1,0.0,1.0,8851
AL023881.1,0.0,1.0,8852
AC104211.2,0.0,1.0,8853
LINC02560,0.0,1.0,8854
AC100801.1,0.0,1.0,8855
TPSG1,0.0,1.0,8856
CASC6,0.0,1.0,8857
AL133457.1,0.0,1.0,8858
HS3ST6,0.0,1.0,8859
AL121972.1,0.0,1.0,8860
LINC01611,0.0,1.0,8861
PRRX2-AS1,0.0,1.0,8862
AC008147.1,0.0,1.0,8863
AC009656.1,0.0,1.0,8864
PEX5L-AS1,0.0,1.0,8865
AC080037.1,0.0,1.0,8866
AL645939.4,0.0,1.0,8867
CEBPE,0.0,1.0,8868
AL645929.2,0.0,1.0,8869
TBL1XR1-AS1,0.0,1.0,8870
LINC00578,0.0,1.0,8871
AC007953.2,0.0,1.0,8872
IL31,0.0,1.0,8873
AC073636.1,0.0,1.0,8874
AL391097.2,0.0,1.0,8875
AC073288.2,0.0,1.0,8876
SCGB1D4,0.0,1.0,8877
SLC2A2,0.0,1.0,8878
LINC02395,0.0,1.0,8879
AC127526.1,0.0,1.0,8880
AL138974.1,0.0,1.0,8881
AL133372.3,0.0,1.0,8882
RHOXF2B,0.0,1.0,8883
LINC01402,0.0,1.0,8884
AL445072.1,0.0,1.0,8885
TRPM2-AS,0.0,1.0,8886
